"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heerewaarden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heerhugowaard";58387
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heerjansdam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heerlen";86936
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heesch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heeswijk-Dinther";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heeze";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heeze-Leende";16243
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hefshuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heiloo";24144
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heino";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Helden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Den Helder";56582
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hellendoorn";35932
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hellevoetsluis";40312
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Helmond";92627
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Helvoirt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hendrik-Ido-Ambacht";31258
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hengelo (Gld.)";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hengelo";81049
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Herten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"'s-Hertogenbosch";155490
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heteren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heumen";16569
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heusden";45005
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Heythuysen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hillegom";22197
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hilvarenbeek";15698
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hilversum";91235
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoeksche Waard";88047
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoevelaken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoeven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hof van Twente";35040
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Het Hogeland";47834
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hollands Kroon";48583
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Holten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hontenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hooge en Lage Mierde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hooge en Lage Zwaluwe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoogeloon, Hapert en Casteren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoogeveen";55603
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoogezand-Sappemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hoorn";73619
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Horn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Horst";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Horst aan de Maas";42487
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Houten";50223
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Huijbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Huissen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Huizen";41090
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hulst";27575
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hummelo en Keppel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Hunsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"IJsselham";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"IJsselmuiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"IJsselstein";33819
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ilpendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Jacobswoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Jisp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kaag en Braassem";27541
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kamerik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kampen";54474
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kantens";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kapelle";12882
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Katwijk";65995
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Katwoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kerkrade";45442
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kerkwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kessel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kesteren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kloosterburen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Klundert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kockengen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Koggenland";22940
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kollumerland en Nieuwkruisland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Korendijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Kortgene";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Koudekerk aan den Rijn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Krimpen aan den IJssel";29410
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Krimpenerwaard";56622
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Laarbeek";22805
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Landerd";15817
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Landgraaf";37262
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Landsmeer";11565
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Langbroek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Langedijk";28335
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lansingerland";63363
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Laren";11398
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leende";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leens";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leerdam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leersum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leeuwarden";124481
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leeuwarderadeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leiden";124093
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leiderdorp";27377
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leidschendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leidschendam-Voorburg";76433
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leimuiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lelystad";79811
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lemsterland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leudal";36045
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Leusden";30544
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lichtenvoorde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Liemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Liempde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lienden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"De Lier";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lieshout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Liesveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Limmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lingewaal";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lingewaard";46822
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Linne";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Linschoten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lisse";22982
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lith";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Littenseradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lochem";33948
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Loenen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Loon op Zand";23504
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Loosdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Lopik";14456
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Loppersum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Losser";22888
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Luyksgestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maarheeze";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maarn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maarssen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maartensdijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasbracht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasbree";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasdonk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasdriel";25452
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasgouw";23947
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maasland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maassluis";33567
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maastricht";120227
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Made";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Made en Drimmelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Margraten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Mariekerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Markelo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Marken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"De Marne";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Marum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Maurik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Medemblik";45165
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meeden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meerlo-Wanssum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meerssen";18661
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Megen, Haren en Macharen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meierijstad";81647
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meijel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Melick en Herkenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Menaldumadeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Menameradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Menterwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Meppel";34386
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Middelburg";48964
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Middelharnis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Middelstum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Midden-Delfland";19414
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Midden-Drenthe";33381
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Midden-Groningen";60726
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Middenschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Middenveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Midwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Mierlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Mijdrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Mill en Sint Hubert";11004
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Millingen aan de Rijn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Moerdijk";37185
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Moergestel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Moerhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Molenlanden";44130
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Molenwaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Monnickendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Monster";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Montferland";36031
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Montfoort";13896
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Montfort";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Mook en Middelaar";7909
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Moordrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Muiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Muntendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Naaldwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Naarden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Neder-Betuwe";24648
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nederhorst den Berg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nederlek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nederweert";17171
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Neede";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Neerijnen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Niedorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwe Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwegein";63866
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwerkerk aan den IJssel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuweschans";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuw-Ginneken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwkoop";29151
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuw-Lekkerland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwleusen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwolda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuwveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nieuw-Vossemeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nigtevecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nijefurd";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nijeveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nijkerk";43600
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nijmegen";177359
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nissewaard";85440
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nistelrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noardeast-Fryslân";45481
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noord-Beveland";7581
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noordenveld";31214
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noorder-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noordoostpolder";47583
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noordwijk";44062
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Noordwijkerhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nootdorp";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Norg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nuenen, Gerwen en Nederwetten";23702
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nuland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nunspeet";28021
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Nuth";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Obdam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Odoorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oeffelt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oegstgeest";25064
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ohé en Laak";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oirschot";18842
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oisterwijk";32373
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oldambt";38277
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oldebroek";23760
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oldehove";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oldekerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oldenzaal";31701
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Olst";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Olst-Wijhe";18361
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ommen";18295
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Onderbanken";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oost Gelre";29574
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oost-, West- en Middelbeers";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oostburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oosterbroek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oosterhesselen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oosterhout";56206
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oostflakkee";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ooststellingwerf";25464
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oostzaan";9689
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ootmarsum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Openbaar Lichaam Z.IJ.P.";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oploo, Sint Anthonis en Ledeacker";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Opmeer";12009
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Opsterland";29812
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oss";92526
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ossendrecht";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oud en Nieuw Gastel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oud-Beijerland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oude IJsselstreek";39346
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oude Pekela";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oudenbosch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ouder-Amstel";14125
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ouderkerk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Oudewater";10138
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Overbetuwe";48214
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Papendrecht";32171
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Peel en Maas";43660
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Peize";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Pekela";12176
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Pijnacker";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Pijnacker-Nootdorp";55674
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Polsbroek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Posterholt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Prinsenbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Purmerend";81683
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Putte";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Putten";24365
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Raalte";37911
